Student_ID,Gender,Age,Department,Year_of_Study,Attendance_Percentage,Study_Hours_Per_Day,Previous_CGPA,Assignment_Completion_Rate,Online_Resources_Used,Extracurricular_Activities,Sleep_Hours,Family_Income_Category,Internet_Access,Mental_Health_Score,Part_Time_Job,Distance_From_College_KM,Final_Grade,Performance_Score
S0863,Female,18,Mechanical,3,73.7,2.3,5.63,48.0,Yes,2,4.4,Medium,Yes,6.8,No,34.0,D,34.9
S0864,Male,20,Civil,1,79.9,7.1,6.98,72.0,Yes,0,6.7,Medium,Yes,6.6,No,11.1,C,49.7
S0865,Male,25,MBA,2,88.0,,7.69,57.5,No,1,7.0,Medium,Yes,10.0,No,22.8,C,46.3
S0866,Female,23,Electrical,2,80.2,8.8,9.42,93.7,Yes,0,5.8,Medium,Yes,3.8,No,6.6,B,71.0
S0867,Male,17,Computer Science,4,69.3,5.9,6.2,59.3,Yes,4,6.8,High,Yes,7.1,No,5.0,D,44.1
S0868,Male,18,MBA,2,63.1,4.9,6.5,68.2,Yes,1,4.8,Low,Yes,5.9,No,24.1,D,37.8
S0869,Female,18,BBA,2,90.4,8.1,8.53,89.0,Yes,2,7.7,Medium,Yes,7.9,No,2.0,B,67.1
S0870,Female,21,BBA,3,79.4,,7.11,86.4,Yes,2,5.9,High,Yes,6.1,No,2.2,D,33.7
S0871,Male,22,Electrical,3,86.4,6.9,9.36,81.2,Yes,2,6.8,Medium,Yes,4.5,No,4.6,B,66.7
S0872,Male,19,Electrical,2,84.5,5.0,8.15,72.3,Yes,1,6.8,Medium,Yes,3.1,Yes,33.1,B,64.2
S0873,Female,20,Computer Science,2,59.7,2.0,4.0,42.2,Yes,0,4.1,Medium,Yes,5.8,No,11.0,F,12.1
S0874,Male,22,Electrical,2,71.6,4.3,6.78,72.1,No,1,7.5,Medium,Yes,5.1,Yes,9.1,D,44.7
S0875,Male,21,Mechanical,4,72.0,6.3,7.16,66.0,No,1,5.6,Medium,No,5.1,No,13.2,C,57.1
S0876,Male,20,Computer Science,2,68.2,3.5,6.7,55.6,No,1,6.7,Low,No,7.2,No,6.4,D,43.2
S0877,Female,20,Electrical,4,67.8,5.4,6.9,63.5,No,3,4.8,Low,Yes,2.8,Yes,15.2,C,48.4
S0878,Female,20,Electronics,2,87.4,6.5,8.77,75.0,Yes,2,5.9,High,Yes,4.7,Yes,6.0,A,78.3
S0879,Male,19,MBA,4,76.7,2.7,7.71,57.4,Yes,3,6.9,Low,Yes,6.9,Yes,18.5,D,44.5
S0880,Male,20,Electrical,4,52.2,2.3,,30.0,No,1,5.2,Medium,Yes,4.9,No,4.1,D,31.5
S0881,Male,21,Mechanical,2,77.0,4.4,5.93,56.3,Yes,1,5.3,Medium,Yes,8.4,No,4.3,D,44.4
S0882,Female,22,Civil,4,83.2,7.3,,94.7,Yes,3,6.7,Medium,Yes,3.0,No,8.4,C,54.0
S0883,Male,20,Electrical,1,80.9,3.6,5.9,59.6,Yes,0,6.3,Low,Yes,9.1,No,6.6,C,53.5
S0884,Male,21,BBA,4,86.1,6.6,9.3,79.5,Yes,2,6.9,Low,Yes,5.8,No,11.4,B,65.2
S0885,Female,18,BBA,3,76.8,4.9,7.93,79.6,Yes,1,6.1,High,Yes,3.4,No,5.5,C,50.4
S0886,Male,20,BBA,1,78.6,6.8,7.52,60.9,Yes,1,7.3,High,Yes,8.8,No,3.6,D,44.7
S0887,Female,17,Civil,3,81.7,4.1,7.13,68.2,Yes,2,5.8,Medium,Yes,6.6,No,7.3,D,37.6
S0888,Male,19,BBA,4,79.0,5.4,6.69,58.8,No,2,7.2,Medium,Yes,9.8,No,9.2,C,51.0
S0889,Male,21,Electronics,1,73.6,2.1,6.76,51.3,No,0,5.4,Medium,No,2.2,Yes,2.5,F,28.8
S0890,Male,25,Electrical,2,66.7,,6.91,61.3,Yes,0,5.8,Medium,Yes,3.8,No,9.1,D,43.6
S0891,Female,18,BBA,3,96.2,6.8,8.98,72.5,No,3,7.4,Medium,No,8.7,No,4.8,B,64.1
S0892,Female,20,Computer Science,3,83.4,4.8,6.08,58.9,No,1,5.9,Low,Yes,10.0,No,6.0,C,46.2
S0893,Female,22,Civil,2,64.9,4.3,6.24,58.9,No,0,5.1,Medium,Yes,6.8,No,4.3,D,35.5
S0894,Male,19,Electronics,1,83.7,5.1,8.75,63.0,No,1,8.6,Medium,Yes,8.6,No,27.8,C,51.1
S0895,Female,20,Computer Science,1,77.1,,6.37,76.2,No,0,6.5,High,Yes,4.4,No,12.5,C,53.3
S0896,Male,21,Computer Science,2,72.7,2.5,5.4,42.8,No,1,7.1,Low,No,6.2,Yes,4.0,D,30.1
S0897,Male,20,Computer Science,2,82.4,3.4,6.08,61.1,Yes,3,3.8,Medium,Yes,4.7,No,11.4,D,38.7
S0898,Female,18,Computer Science,4,68.5,2.6,4.49,51.2,No,1,8.1,Medium,No,8.2,No,19.9,D,30.5
S0899,Male,19,Electrical,1,86.6,6.8,10.0,94.7,Yes,0,9.7,Medium,Yes,9.0,No,6.1,C,59.6
S0900,Male,21,BBA,3,80.9,2.6,5.7,58.7,Yes,1,8.0,Low,Yes,6.8,Yes,18.7,D,44.6
S0901,Male,20,MBA,1,68.2,1.2,6.01,63.9,Yes,0,8.2,Medium,Yes,7.9,Yes,2.7,F,29.8
S0902,Male,17,Electrical,1,67.4,1.4,6.9,71.6,Yes,3,6.0,Medium,Yes,4.9,Yes,18.3,D,40.0
S0903,Male,21,Electrical,2,76.4,4.7,6.54,,No,2,6.8,Low,No,8.2,No,8.8,D,38.7
S0904,Female,17,Electronics,2,71.6,5.3,7.08,67.9,Yes,0,7.1,Medium,Yes,5.7,No,3.5,C,52.4
S0905,Male,21,Electronics,3,86.4,6.4,8.57,69.5,Yes,3,5.7,Medium,Yes,8.3,No,6.2,B,68.5
S0906,Female,19,BBA,4,68.8,6.4,7.05,65.1,Yes,2,6.4,Medium,Yes,4.5,No,45.2,C,51.7
S0907,Female,24,MBA,3,76.0,2.6,5.1,59.5,Yes,0,5.3,High,Yes,5.8,No,16.3,D,33.1
S0908,Male,19,Electronics,4,54.1,0.4,5.14,59.3,Yes,1,6.0,Low,Yes,2.9,Yes,9.6,F,11.4
S0909,Male,19,BBA,4,81.1,4.3,7.62,63.4,Yes,5,7.5,Low,Yes,7.4,Yes,2.2,C,55.5
S0910,Male,18,BBA,3,68.3,2.3,6.11,71.9,Yes,1,4.4,Medium,Yes,6.0,No,6.4,D,35.8
S0911,Female,19,Mechanical,4,76.3,3.0,7.19,58.1,No,0,7.6,Low,No,7.8,Yes,4.1,C,47.2
S0912,Male,22,MBA,3,88.2,6.2,9.78,95.0,Yes,1,4.6,Low,Yes,1.9,Yes,1.7,C,54.8
S0913,Female,25,Electronics,1,73.0,4.4,5.39,64.5,No,1,6.6,Low,No,5.2,Yes,8.8,D,35.5
S0914,Male,19,MBA,3,68.6,1.3,5.51,53.7,Yes,2,6.7,Low,Yes,5.7,Yes,23.0,D,40.9
S0915,Female,20,Electrical,1,65.4,3.7,4.97,68.4,Yes,1,7.2,High,Yes,5.5,No,12.3,D,31.4
S0916,Male,21,Electrical,3,75.6,3.8,4.0,50.5,No,2,6.3,Low,No,6.8,No,3.9,F,20.0
S0917,Male,22,MBA,3,,6.8,9.05,62.6,No,1,5.2,Medium,No,1.7,No,9.5,D,40.2
S0918,Female,20,Mechanical,1,74.1,3.4,5.26,61.2,No,3,6.7,Low,No,5.6,No,29.7,F,25.9
S0919,Female,19,Mechanical,1,,4.1,5.93,62.9,Yes,0,9.1,Medium,Yes,9.8,No,13.8,C,50.8
S0920,Male,20,MBA,4,74.0,2.8,5.59,47.6,No,1,6.5,Low,No,5.6,No,12.7,D,38.7
S0921,Female,21,Electronics,3,62.5,3.7,5.49,37.1,No,0,5.4,Medium,Yes,4.5,No,35.5,D,43.4
S0922,Female,17,Civil,1,65.2,1.7,6.71,52.6,No,1,5.9,Medium,Yes,4.9,Yes,17.0,F,20.0
S0923,Female,20,Mechanical,3,72.1,7.1,5.91,63.2,Yes,4,6.7,Low,Yes,6.0,No,2.5,B,62.0
S0924,Female,19,Computer Science,3,78.8,3.8,4.53,46.2,Yes,1,6.2,Medium,Yes,7.4,No,5.3,D,41.6
S0925,Male,21,Electrical,2,73.9,1.8,6.86,63.5,No,1,6.0,Low,No,5.2,Yes,34.6,F,27.0
S0926,Male,18,MBA,4,79.3,3.4,7.77,70.3,Yes,0,8.1,Medium,Yes,7.9,Yes,7.7,B,67.6
S0927,Male,20,Computer Science,3,83.0,1.8,7.11,55.5,Yes,3,7.1,Low,No,6.7,Yes,2.2,C,49.2
S0928,Female,20,MBA,2,79.1,4.7,7.1,70.2,Yes,2,6.4,High,Yes,4.5,No,7.1,D,41.8
S0929,Female,20,BBA,3,88.7,11.6,10.0,76.1,Yes,0,6.4,Low,Yes,3.3,No,12.9,A,78.8
S0930,Male,18,Electrical,4,73.7,5.5,7.82,59.9,No,2,6.7,Medium,Yes,5.7,Yes,50.0,D,32.3
S0931,Male,20,Electrical,1,72.2,5.0,,48.2,No,0,7.2,Low,No,2.9,No,4.9,C,46.9
S0932,Female,20,Mechanical,1,82.9,3.8,8.06,77.2,Yes,0,8.0,Low,Yes,4.1,No,8.2,C,47.1
S0933,Other,20,Mechanical,1,83.0,6.5,9.22,81.1,Yes,2,6.0,Medium,Yes,3.3,No,22.2,C,58.6
S0934,Female,20,Computer Science,3,74.4,2.9,5.06,71.6,Yes,2,5.3,High,Yes,7.1,No,5.4,F,27.5
S0935,Male,21,BBA,3,72.2,5.6,8.49,74.0,No,0,5.8,Low,No,3.1,No,2.2,D,38.1
S0936,Male,22,MBA,3,74.0,2.2,6.54,73.4,Yes,2,5.4,Low,Yes,5.8,Yes,30.7,D,42.8
S0937,Male,19,BBA,4,78.6,1.3,7.39,68.9,No,3,4.7,Low,No,3.1,Yes,7.7,F,15.1
S0938,Female,22,Electrical,3,78.4,2.7,5.94,47.3,No,1,8.2,Low,No,7.0,No,8.0,D,40.7
S0939,Male,20,Computer Science,1,75.2,4.5,8.11,78.3,Yes,1,7.5,Low,Yes,7.2,No,10.7,C,49.9
S0940,Female,18,Civil,2,72.7,6.1,7.31,70.1,Yes,1,3.8,Medium,Yes,5.5,No,1.0,C,47.7
S0941,Male,18,Computer Science,2,75.5,6.1,8.42,84.4,Yes,2,6.8,Low,Yes,,No,27.8,C,58.6
S0942,Female,19,Electronics,2,70.1,2.6,6.24,74.1,Yes,2,6.0,Low,No,3.0,No,5.5,D,31.9
S0943,Female,21,Computer Science,3,68.6,3.7,6.26,71.8,Yes,2,5.9,Medium,Yes,5.8,No,6.1,C,53.6
S0944,Female,21,BBA,4,79.3,4.2,7.46,59.7,No,2,3.5,Medium,No,6.0,Yes,2.9,F,26.2
S0945,Male,21,Electronics,2,87.5,5.2,10.0,90.1,Yes,2,6.5,Low,Yes,6.2,Yes,5.8,B,66.3
S0946,Male,20,Electronics,2,84.7,4.9,8.48,76.6,Yes,2,6.6,Low,Yes,5.9,No,17.3,C,55.6
S0947,Male,20,Electronics,3,93.1,6.1,8.81,88.5,Yes,0,5.1,Medium,Yes,6.3,No,17.1,C,59.0
S0948,Female,18,Civil,2,73.0,4.2,7.43,64.4,No,1,8.4,Low,No,5.1,Yes,28.5,C,50.0
S0949,Female,19,Computer Science,1,80.8,5.6,8.36,75.2,Yes,3,7.4,Medium,Yes,8.1,No,6.2,C,58.1
S0950,Female,20,BBA,2,73.1,4.4,5.86,46.6,No,1,5.2,Low,No,6.5,No,13.3,D,34.8
S0951,Female,18,Computer Science,1,75.7,4.2,6.65,66.5,Yes,3,7.7,Medium,Yes,6.8,No,8.1,D,42.6
S0952,Female,19,Civil,4,74.0,5.0,5.6,61.5,No,0,5.9,Low,No,5.9,No,17.3,F,28.6
S0953,Male,20,Electrical,1,84.9,5.2,6.33,72.6,Yes,3,7.8,Medium,Yes,7.3,No,13.5,D,44.2
S0954,Female,21,Mechanical,2,76.2,3.5,7.19,60.8,No,3,4.8,High,Yes,6.6,No,5.6,C,50.5
S0955,Male,25,BBA,2,59.4,5.1,4.91,56.6,No,2,6.7,Medium,Yes,3.0,No,5.1,D,37.9
S0956,Male,23,BBA,4,67.0,6.1,7.21,64.8,Yes,0,5.0,Low,Yes,3.0,No,3.9,C,45.9
S0957,Female,20,Computer Science,1,60.1,0.7,,35.4,No,1,5.5,Low,No,2.3,Yes,9.6,F,17.3
S0958,Male,20,Mechanical,1,73.5,5.6,8.0,70.5,No,1,4.2,Low,Yes,5.0,No,34.2,C,59.6
S0959,Male,20,MBA,1,83.3,5.6,6.57,70.5,Yes,3,5.0,Low,Yes,6.6,No,3.2,C,46.6
S0960,Female,21,MBA,1,83.4,4.7,8.62,70.8,No,1,5.0,Low,Yes,1.0,Yes,2.0,C,46.7
S0961,Male,18,Civil,1,84.5,3.6,7.62,62.5,Yes,2,4.9,Medium,Yes,5.2,Yes,2.3,B,62.9
S0962,Female,20,MBA,3,71.4,3.3,6.84,59.7,No,0,6.7,Medium,Yes,7.1,Yes,16.3,D,39.6
S0963,Male,22,BBA,1,64.6,2.1,4.46,62.0,No,1,4.4,Medium,Yes,5.5,Yes,5.3,D,39.7
S0964,Male,19,MBA,1,59.5,3.3,,49.5,No,1,6.9,Medium,No,1.4,Yes,3.5,F,28.6
S0965,Male,20,Electrical,3,76.6,4.2,5.76,54.6,No,1,7.7,Medium,No,8.2,No,5.4,D,41.8
S0966,Male,20,Electrical,2,81.7,4.3,8.21,73.5,Yes,2,5.4,Low,Yes,5.4,Yes,11.4,D,43.7
S0967,Female,18,Electrical,2,,4.7,6.97,63.5,Yes,1,6.4,High,Yes,5.2,No,8.9,D,42.6
S0968,Male,19,MBA,2,71.6,5.7,7.74,68.0,No,0,6.1,Low,No,6.1,No,14.6,C,50.2
S0969,Female,19,Civil,4,88.2,6.0,9.72,77.7,Yes,0,6.0,Medium,Yes,2.5,Yes,5.1,B,65.4
S0970,Male,17,Electronics,1,65.0,2.3,4.94,51.8,No,0,3.4,Medium,No,5.1,Yes,7.0,D,35.2
S0971,Female,17,Electronics,4,78.2,5.2,6.97,60.2,No,5,5.1,Medium,Yes,6.7,No,2.1,C,47.3
S0972,Female,22,Mechanical,3,75.3,4.0,7.21,65.9,Yes,0,8.3,Medium,Yes,6.1,No,1.8,D,37.2
S0973,Female,19,Electronics,1,70.3,4.4,8.39,64.0,No,3,6.9,Low,No,5.0,No,7.2,C,54.7
S0974,Male,20,Electronics,4,82.3,5.1,8.56,70.9,No,2,6.2,Medium,No,4.0,Yes,4.6,C,59.0
S0975,Male,19,Electrical,1,74.0,7.1,9.31,63.8,No,2,4.1,Medium,Yes,,No,10.5,C,54.6
S0976,Male,23,Electrical,1,77.6,4.7,5.23,66.0,Yes,1,7.2,Medium,Yes,5.8,No,1.4,D,43.5
S0977,Female,19,MBA,3,68.7,3.5,4.67,52.3,Yes,2,5.4,High,Yes,4.4,No,2.3,D,34.6
S0978,Male,20,Mechanical,3,74.3,3.9,7.57,67.8,No,1,5.0,Low,No,5.9,Yes,21.0,D,37.3
S0979,Female,22,Computer Science,3,72.6,5.2,6.91,68.9,Yes,0,5.1,Low,Yes,2.7,No,9.4,F,28.4
S0980,Female,22,BBA,1,84.3,5.6,8.02,72.8,No,1,7.1,Low,No,7.6,No,13.4,C,54.9
S0981,Male,18,Mechanical,2,67.9,2.1,6.49,55.6,No,2,6.4,Low,Yes,5.9,Yes,19.4,F,25.7
S0982,Female,22,Mechanical,3,68.3,4.7,4.37,42.9,No,0,7.5,Medium,Yes,4.9,No,7.2,D,30.5
S0983,Male,20,Civil,2,79.2,5.4,8.79,76.7,Yes,1,7.9,Medium,Yes,7.2,No,15.3,C,47.9
S0984,Male,20,MBA,2,64.6,4.1,8.06,74.5,No,3,5.6,Medium,Yes,3.4,Yes,8.4,D,40.1
S0985,Female,18,Civil,1,81.4,4.4,6.36,67.3,Yes,1,6.4,High,Yes,7.8,No,3.5,C,50.0
S0986,Female,18,Mechanical,1,,3.7,4.35,49.6,Yes,3,6.1,High,Yes,5.4,No,5.1,F,11.3
S0987,Female,21,Mechanical,4,78.9,2.9,5.3,64.6,No,1,4.9,High,Yes,7.7,Yes,7.7,D,43.2
S0988,Male,20,Mechanical,2,82.6,4.5,7.78,81.5,Yes,0,5.0,Low,No,7.4,Yes,4.8,C,53.2
S0989,Male,20,Electronics,4,78.0,5.5,6.76,59.6,No,0,6.3,Medium,No,6.4,No,5.1,C,55.1
S0990,Female,21,BBA,2,72.9,0.9,,49.5,No,2,6.4,Low,Yes,8.9,Yes,5.1,F,29.7
S0991,Female,21,BBA,3,74.3,6.1,7.54,54.6,No,0,6.4,Low,No,3.0,No,2.3,C,52.0
S0992,Female,18,Civil,1,80.7,3.1,6.32,67.4,No,1,6.4,Medium,Yes,7.6,Yes,1.9,C,45.4
S0993,Male,20,Mechanical,2,71.1,5.4,7.9,80.2,Yes,2,5.5,Low,Yes,5.3,No,1.5,C,51.6
S0994,Female,18,BBA,1,61.8,1.2,5.56,69.1,Yes,2,9.0,Low,Yes,6.3,Yes,2.2,F,23.3
S0995,Male,21,Electrical,2,,1.9,6.87,51.5,Yes,1,6.8,Low,Yes,4.2,Yes,5.2,C,49.4
S0996,Male,21,BBA,2,71.9,5.8,7.1,61.0,No,1,5.8,Low,No,3.2,No,10.0,C,49.0
S0997,Female,24,MBA,4,74.0,6.2,7.13,67.8,Yes,2,7.0,High,Yes,8.3,No,3.1,B,66.9
S0998,Male,18,MBA,3,60.3,2.5,5.75,40.2,No,2,5.5,Low,No,2.8,Yes,22.9,F,22.0
S0999,Female,18,BBA,1,79.8,5.7,9.02,89.3,Yes,2,6.5,Low,Yes,4.7,No,17.5,C,53.8
S1000,Male,19,Electrical,1,82.2,6.7,8.49,71.1,No,1,7.0,Medium,Yes,6.3,No,8.4,C,46.6
S0038,Male,21,Electronics,4,,1.0,5.61,68.7,Yes,1,5.5,Medium,No,4.1,Yes,4.7,D,42.0
S0037,Male,19,BBA,3,84.2,5.2,7.26,74.5,Yes,1,7.5,Medium,No,9.7,No,1.2,C,47.5
S0848,Other,18,Computer Science,1,71.6,3.0,5.86,56.7,No,2,6.3,Low,Yes,8.2,No,4.4,D,38.5
S0886,Male,20,BBA,1,78.6,6.8,7.52,60.9,Yes,1,7.3,High,Yes,8.8,No,3.6,D,44.7
S0977,Female,19,MBA,3,68.7,3.5,4.67,52.3,Yes,2,5.4,High,Yes,4.4,No,2.3,D,34.6
S0126,Male,20,MBA,3,60.1,,6.36,68.3,Yes,1,6.6,Low,Yes,3.1,No,1.3,F,20.8
S0170,Female,19,BBA,1,,5.4,5.45,50.4,No,0,7.4,Low,No,,No,10.4,D,31.6
S0301,Male,17,Computer Science,4,76.1,2.5,6.69,62.6,No,0,6.1,Medium,Yes,5.8,Yes,50.0,D,44.0
