Student_ID,Gender,Age,Department,Year_of_Study,Attendance_Percentage,Study_Hours_Per_Day,Previous_CGPA,Assignment_Completion_Rate,Online_Resources_Used,Extracurricular_Activities,Sleep_Hours,Family_Income_Category,Internet_Access,Mental_Health_Score,Part_Time_Job,Distance_From_College_KM,Final_Grade,Performance_Score,Predicted_Score,Risk_Category,Attendance_Group,Study_Group
S0585,Female,25,Computer Science,1,75.3,6.5,7.93,91.4,Yes,2,6.6,Low,Yes,4.4,No,3.0,C,47.7,49.63299999999997,At-Risk,"(75, 90]","(6, 10]"
S0586,Male,18,BBA,3,82.3,8.400000000000002,6.82,60.7,Yes,1,8.7,High,Yes,6.5,No,15.1,C,58.0,55.46200000000001,At-Risk,"(75, 90]","(6, 10]"
S0587,Male,21,Civil,2,81.3,3.6,5.83,59.4,Yes,1,6.7,High,Yes,10.0,No,1.5,C,51.0,48.187,At-Risk,"(75, 90]","(2, 4]"
S0588,Male,20,Mechanical,2,79.5,4.3,6.38,72.8,Yes,0,6.8,High,Yes,7.1,No,29.4,D,35.5,38.601,At-Risk,"(75, 90]","(4, 6]"
S0589,Male,20,Electronics,3,67.5,1.7,5.81,53.9,Yes,2,7.7,High,Yes,5.5,No,1.7,F,12.8,20.206999999999983,At-Risk,"(60, 75]","(0, 2]"
S0590,Male,21,Electrical,3,79.6,3.0,7.18,70.1,Yes,1,6.7,Medium,No,5.3,Yes,9.7,C,47.5,46.382,At-Risk,"(75, 90]","(2, 4]"
S0591,Male,21,BBA,1,92.0,5.3,7.43,62.2,No,1,7.9,High,No,5.1,No,24.2,B,71.3,65.04200000000004,Average,"(90, 100]","(4, 6]"
S0592,Female,25,Civil,3,72.2,3.4,6.96,43.6,No,1,8.1,Medium,Yes,7.8,No,1.1,D,40.1,39.19399999999995,At-Risk,"(60, 75]","(2, 4]"
S0593,Male,18,Civil,2,75.7,3.3,7.92,73.3,Yes,2,5.8,Medium,No,3.6,Yes,7.9,C,57.4,52.378,At-Risk,"(75, 90]","(2, 4]"
S0594,Male,18,Computer Science,2,76.7,4.4,6.02,71.9,Yes,2,4.8,High,Yes,8.4,Yes,5.3,C,54.7,46.429,At-Risk,"(75, 90]","(4, 6]"
S0595,Female,21,Computer Science,1,74.3,8.400000000000002,6.3,47.1,No,1,7.3,Low,No,7.3,Yes,9.7,C,48.7,48.61000000000003,At-Risk,"(60, 75]","(6, 10]"
S0596,Male,20,Civil,1,76.4,3.8,5.3,64.1,Yes,1,6.9,Medium,Yes,6.7,No,3.6,C,49.9,47.51000000000001,At-Risk,"(75, 90]","(2, 4]"
S0597,Female,19,Mechanical,1,83.6,6.2,7.91,74.8,No,3,5.2,Medium,Yes,7.5,No,1.7,B,61.2,52.808,At-Risk,"(75, 90]","(6, 10]"
S0598,Male,18,Electrical,3,63.7,3.2,5.27,56.5,Yes,1,5.7,Low,Yes,7.7,No,10.8,F,15.2,22.061000000000014,At-Risk,"(60, 75]","(2, 4]"
S0599,Male,18,BBA,1,67.1,4.9,4.88,46.3,No,2,5.7,Low,No,4.6,No,6.4,D,40.4,37.83299999999999,At-Risk,"(60, 75]","(4, 6]"
S0600,Male,22,Computer Science,2,69.6,1.9,6.1,62.0,No,2,6.7,High,Yes,5.2,Yes,10.7,D,33.5,31.47400000000001,At-Risk,"(60, 75]","(0, 2]"
S0601,Male,18,BBA,4,66.8,4.7,6.02,59.2,Yes,1,7.7,High,Yes,6.5,No,3.4,C,46.8,42.90300000000005,At-Risk,"(60, 75]","(4, 6]"
S0602,Male,19,Mechanical,1,92.1,3.4,7.03,78.0,Yes,1,7.8,Medium,Yes,10.0,No,5.1,C,55.8,55.49800000000005,At-Risk,"(90, 100]","(2, 4]"
S0603,Male,19,BBA,2,69.3,4.4,7.1,68.1,Yes,1,7.4,Low,Yes,3.2,No,9.2,F,26.1,32.05499999999996,At-Risk,"(60, 75]","(4, 6]"
S0604,Male,19,Electronics,3,76.2,5.0,6.66,69.7,Yes,1,6.1,Low,Yes,4.8,No,10.0,C,51.1,49.53100000000002,At-Risk,"(75, 90]","(4, 6]"
S0605,Male,18,Computer Science,4,55.1,3.0,5.33,68.8,Yes,3,9.2,High,Yes,7.2,No,5.7,F,17.0,29.518000000000015,At-Risk,"(0, 60]","(2, 4]"
S0606,Male,20,Mechanical,3,78.7,3.6,6.63,68.3,No,1,6.5,Medium,No,6.0,No,4.3,C,50.0,43.735,At-Risk,"(75, 90]","(2, 4]"
S0607,Male,18,Mechanical,3,62.6,0.399999999999999,4.42,61.1,Yes,2,6.0,Low,Yes,5.2,Yes,4.2,F,22.8,24.796000000000014,At-Risk,"(60, 75]","(0, 2]"
S0608,Male,22,Electrical,3,69.3,2.5,6.43,66.2,Yes,0,4.9,Medium,Yes,4.9,Yes,2.9,F,23.4,27.815000000000037,At-Risk,"(60, 75]","(2, 4]"
S0609,Female,19,Electrical,2,77.1,5.5,7.24,60.3,No,1,6.1,Low,Yes,5.5,No,4.9,D,36.1,40.393999999999956,At-Risk,"(75, 90]","(4, 6]"
S0610,Female,20,Electronics,3,71.5,3.3,5.64,67.0,Yes,2,7.0,Medium,Yes,6.9,Yes,3.2,D,34.6,34.97799999999996,At-Risk,"(60, 75]","(2, 4]"
S0611,Male,22,Mechanical,1,82.9,4.9,8.05,75.3,Yes,0,4.6,High,Yes,6.6,No,11.0,C,47.0,52.032999999999994,At-Risk,"(75, 90]","(4, 6]"
S0612,Female,21,MBA,4,78.1,4.7,6.67,52.7,Yes,3,5.4,Medium,Yes,8.2,Yes,9.4,D,43.5,46.23899999999999,At-Risk,"(75, 90]","(4, 6]"
S0613,Female,20,Mechanical,2,80.2,6.4,8.35,82.2,Yes,3,5.9,Medium,Yes,9.0,No,5.8,C,50.2,52.52899999999994,At-Risk,"(75, 90]","(6, 10]"
S0614,Male,19,Electrical,2,81.0,3.1,7.03,86.2,Yes,0,5.6,Medium,Yes,6.3,No,4.9,D,32.0,35.61599999999999,At-Risk,"(75, 90]","(2, 4]"
S0615,Female,19,MBA,1,60.2,4.2,6.05,67.0,No,4,5.5,Medium,Yes,4.9,No,3.7,D,35.5,33.23000000000001,At-Risk,"(60, 75]","(4, 6]"
S0616,Female,21,Computer Science,3,76.5,4.4,8.11,74.5,Yes,1,7.8,Medium,Yes,5.7,Yes,8.7,C,57.2,55.32599999999994,At-Risk,"(75, 90]","(4, 6]"
S0617,Male,25,Computer Science,1,73.2,5.5,8.36,81.6,Yes,1,4.5,Low,Yes,2.6,Yes,26.1,C,45.9,46.45500000000002,At-Risk,"(60, 75]","(4, 6]"
S0618,Male,21,BBA,4,73.2,4.4,6.4,60.5,Yes,2,6.7,Medium,Yes,7.5,No,12.6,D,44.6,43.39199999999997,At-Risk,"(60, 75]","(4, 6]"
S0619,Female,20,Civil,3,84.8,3.5,8.24,65.3,No,1,7.1,Low,No,6.4,Yes,14.6,D,37.0,50.15500000000003,At-Risk,"(75, 90]","(2, 4]"
S0620,Female,21,Electrical,1,78.1,5.9,7.1,68.1,Yes,1,5.9,High,Yes,5.8,Yes,19.0,C,55.8,53.21900000000007,At-Risk,"(75, 90]","(4, 6]"
S0621,Male,20,Civil,3,78.8,2.4,6.43,50.4,No,3,6.2,Medium,Yes,6.4,No,5.3,C,45.9,43.85400000000002,At-Risk,"(75, 90]","(2, 4]"
S0622,Male,18,MBA,3,79.2,4.6,6.62,76.7,Yes,0,6.5,High,Yes,4.5,No,1.6,B,61.6,46.81400000000001,At-Risk,"(75, 90]","(4, 6]"
S0623,Male,20,Electrical,3,73.9,3.8,8.11,66.0,No,3,7.3,Low,No,5.0,Yes,10.7,D,42.9,42.90600000000002,At-Risk,"(60, 75]","(2, 4]"
S0624,Female,24,Electronics,2,68.4,2.2,6.2,59.7,No,1,8.3,Medium,Yes,5.7,Yes,3.1,D,39.8,37.19200000000004,At-Risk,"(60, 75]","(2, 4]"
S0625,Female,18,Mechanical,1,84.1,4.1,6.96,85.2,Yes,0,5.0,Medium,Yes,6.7,No,9.4,D,39.1,43.706999999999965,At-Risk,"(75, 90]","(4, 6]"
S0626,Male,21,Electronics,1,69.8,3.3,4.18,66.8,No,0,5.4,Medium,No,5.7,No,14.5,F,26.4,32.678000000000004,At-Risk,"(60, 75]","(2, 4]"
S0627,Male,19,MBA,2,72.7,5.1,8.07,68.2,Yes,2,5.5,Low,Yes,2.6,No,16.3,D,35.7,38.416999999999966,At-Risk,"(60, 75]","(4, 6]"
S0628,Female,20,Electrical,4,71.2,3.5,4.63,61.7,Yes,2,6.5,Medium,No,4.0,No,4.6,D,36.3,36.583000000000055,At-Risk,"(60, 75]","(2, 4]"
S0629,Male,18,MBA,1,74.4,5.9,6.62,66.5,Yes,1,6.0,Medium,Yes,5.3,No,8.2,C,46.8,50.18700000000002,At-Risk,"(60, 75]","(4, 6]"
S0630,Male,20,Mechanical,3,61.2,2.0,4.66,47.9,No,3,7.3,Low,No,6.4,Yes,10.7,D,34.9,31.525000000000045,At-Risk,"(60, 75]","(0, 2]"
S0631,Female,21,Computer Science,2,62.4,3.0,5.34,44.8,No,0,5.7,Low,No,6.7,No,18.1,C,50.4,28.049000000000024,At-Risk,"(60, 75]","(2, 4]"
S0632,Female,19,Computer Science,2,82.9,5.2,6.95,66.8,Yes,2,5.4,Medium,Yes,5.9,No,15.3,C,52.0,52.77699999999998,At-Risk,"(75, 90]","(4, 6]"
S0633,Female,21,MBA,3,64.4,4.5,7.04,66.6,Yes,3,5.6,Medium,Yes,5.1,No,29.4,C,46.5,43.09700000000001,At-Risk,"(60, 75]","(4, 6]"
S0634,Female,21,Civil,4,78.6,5.7,8.14,82.3,Yes,2,6.6,Low,Yes,5.1,No,1.1,D,39.8,42.94500000000006,At-Risk,"(75, 90]","(4, 6]"
S0635,Male,23,Electrical,2,80.9,3.7,6.6,66.3,Yes,1,7.7,Low,Yes,6.9,Yes,6.8,D,44.4,45.422000000000004,At-Risk,"(75, 90]","(2, 4]"
S0636,Male,19,Electrical,2,75.4,4.9,8.61,87.4,Yes,1,6.4,Low,Yes,6.6,No,4.0,C,53.4,52.93799999999998,At-Risk,"(75, 90]","(4, 6]"
S0637,Female,19,Computer Science,2,73.0,5.5,7.62,69.5,Yes,3,5.8,Medium,Yes,5.2,No,2.3,C,49.3,48.66800000000005,At-Risk,"(60, 75]","(4, 6]"
S0638,Male,18,BBA,1,72.9,5.2,7.52,76.0,Yes,1,5.3,Medium,Yes,3.9,No,25.2,B,60.0,52.979999999999976,At-Risk,"(60, 75]","(4, 6]"
S0639,Male,25,Electronics,1,65.0,3.3,6.05,61.4,Yes,2,8.3,High,Yes,7.1,No,29.4,D,30.0,30.845999999999993,At-Risk,"(60, 75]","(2, 4]"
S0640,Male,23,BBA,2,71.0,4.5,7.44,63.3,Yes,1,4.4,High,Yes,4.6,No,3.0,C,48.1,45.560999999999986,At-Risk,"(60, 75]","(4, 6]"
S0641,Male,20,Mechanical,2,79.1,4.7,7.26,64.8,No,1,6.3,Medium,Yes,6.0,No,1.4,F,26.3,34.164000000000044,At-Risk,"(75, 90]","(4, 6]"
S0642,Male,22,Electronics,3,84.3,4.5,6.39,58.5,Yes,2,7.4,Low,Yes,10.0,No,4.2,C,56.5,52.968999999999994,At-Risk,"(75, 90]","(4, 6]"
S0643,Male,20,Electronics,2,72.5,5.0,7.73,64.6,No,2,6.3,Low,No,3.4,No,19.0,D,43.4,41.825000000000024,At-Risk,"(60, 75]","(4, 6]"
S0644,Male,20,MBA,2,78.1,5.1,7.21,53.5,No,0,5.8,Low,No,7.1,Yes,4.5,C,47.1,47.26099999999999,At-Risk,"(75, 90]","(4, 6]"
S0645,Male,18,Computer Science,2,83.1,3.5,6.96,65.4,Yes,1,7.1,High,Yes,8.1,No,1.6,C,50.2,49.73099999999993,At-Risk,"(75, 90]","(2, 4]"
S0646,Female,21,BBA,3,92.9,6.2,7.83,77.2,Yes,1,5.2,Medium,Yes,7.8,No,1.5,C,56.7,58.20199999999993,At-Risk,"(90, 100]","(6, 10]"
S0647,Female,18,BBA,4,76.3,3.7,4.1,53.1,Yes,0,4.4,Low,Yes,5.0,No,6.6,F,23.1,25.192999999999966,At-Risk,"(75, 90]","(2, 4]"
S0648,Female,22,Computer Science,2,54.4,4.7,4.55,44.6,Yes,2,6.9,Medium,Yes,3.2,No,27.9,F,22.6,24.56699999999996,At-Risk,"(0, 60]","(4, 6]"
S0649,Female,21,BBA,3,66.8,3.1,5.98,65.1,Yes,0,5.3,Medium,Yes,6.1,No,4.4,F,27.8,30.59200000000003,At-Risk,"(60, 75]","(2, 4]"
S0650,Female,21,Computer Science,1,84.1,6.2,6.96,76.9,Yes,2,6.7,Medium,Yes,8.3,No,6.6,C,49.3,53.95299999999998,At-Risk,"(75, 90]","(6, 10]"
S0651,Male,17,MBA,2,70.4,2.8,6.41,57.3,Yes,1,6.4,Low,Yes,3.1,Yes,2.1,F,29.6,32.51899999999996,At-Risk,"(60, 75]","(2, 4]"
S0652,Female,19,Civil,2,61.3,4.6,6.65,66.2,Yes,0,6.8,High,Yes,4.2,No,7.8,D,31.4,31.26200000000004,At-Risk,"(60, 75]","(4, 6]"
S0653,Female,19,Electronics,2,78.4,4.2,6.63,62.6,No,3,6.2,Medium,Yes,6.9,No,12.9,D,40.4,42.64000000000003,At-Risk,"(75, 90]","(4, 6]"
S0654,Female,19,MBA,3,77.8,3.3,7.23,70.4,Yes,0,7.2,Low,Yes,5.6,Yes,4.2,D,43.1,44.05799999999997,At-Risk,"(75, 90]","(2, 4]"
S0655,Male,18,Electrical,4,85.7,3.9,6.49,68.9,Yes,1,5.7,High,Yes,8.8,No,4.5,D,34.1,40.30099999999995,At-Risk,"(75, 90]","(2, 4]"
S0656,Male,23,Mechanical,1,70.7,3.3,6.96,71.9,Yes,1,7.4,Low,Yes,8.5,No,19.5,D,34.3,39.068000000000005,At-Risk,"(60, 75]","(2, 4]"
S0657,Male,20,Civil,3,82.6,4.9,7.23,61.1,No,1,5.0,High,Yes,4.5,No,1.1,D,39.5,46.395,At-Risk,"(75, 90]","(4, 6]"
S0658,Male,19,Electrical,3,87.9,8.2,7.41,72.9,Yes,2,7.9,High,Yes,6.3,No,11.1,B,60.6,60.36100000000005,Average,"(75, 90]","(6, 10]"
S0659,Female,19,Electronics,1,67.1,2.8,5.21,74.9,Yes,0,9.0,Medium,Yes,5.6,Yes,6.0,F,27.5,31.141,At-Risk,"(60, 75]","(2, 4]"
S0660,Female,20,BBA,1,85.3,4.5,6.96,81.4,Yes,1,6.6,Medium,Yes,4.9,Yes,4.5,C,48.6,49.186000000000014,At-Risk,"(75, 90]","(4, 6]"
S0661,Male,20,Computer Science,2,75.1,4.0,5.97,60.0,No,2,8.4,Low,No,7.8,No,11.7,C,49.3,47.19900000000005,At-Risk,"(75, 90]","(2, 4]"
S0662,Other,20,Electronics,1,73.3,4.8,5.5,63.7,Yes,3,8.7,High,Yes,7.7,No,19.0,D,37.4,40.45600000000003,At-Risk,"(60, 75]","(4, 6]"
S0663,Female,23,MBA,1,74.0,3.2,6.76,59.8,Yes,0,6.1,Medium,Yes,3.0,Yes,9.2,D,34.0,36.233999999999995,At-Risk,"(60, 75]","(2, 4]"
S0664,Male,20,Mechanical,1,76.5,4.8,6.72,60.7,No,1,6.6,Medium,No,7.4,No,1.3,D,44.5,45.83999999999999,At-Risk,"(75, 90]","(4, 6]"
S0665,Male,25,MBA,2,55.5,0.399999999999999,4.0,59.9,Yes,1,5.5,High,Yes,4.5,Yes,7.2,F,11.8,20.00599999999999,At-Risk,"(0, 60]","(0, 2]"
S0666,Male,22,Civil,3,70.9,4.7,8.13,63.5,Yes,1,5.6,High,Yes,4.1,No,7.2,F,21.3,30.90700000000002,At-Risk,"(60, 75]","(4, 6]"
S0667,Male,19,Civil,2,84.0,3.0,6.96,83.9,Yes,1,6.8,High,Yes,5.0,No,8.8,C,48.7,46.44899999999995,At-Risk,"(75, 90]","(2, 4]"
S0668,Male,23,Mechanical,4,81.5,2.6,8.29,75.6,No,2,4.5,Low,No,6.8,Yes,12.1,C,58.5,52.236,At-Risk,"(75, 90]","(2, 4]"
S0669,Male,18,Electrical,2,79.5,4.4,7.32,62.0,Yes,3,7.5,High,Yes,7.6,No,1.2,C,48.9,48.28499999999998,At-Risk,"(75, 90]","(4, 6]"
S0670,Male,22,Electrical,3,78.2,3.6,6.96,50.7,No,1,6.7,Medium,Yes,5.5,Yes,8.0,C,52.6,50.41600000000001,At-Risk,"(75, 90]","(2, 4]"
S0671,Male,19,Civil,4,71.0,7.2,8.06,67.2,Yes,0,7.3,High,Yes,5.2,No,9.9,C,58.7,52.705999999999946,At-Risk,"(60, 75]","(6, 10]"
S0672,Female,22,Civil,3,88.4,4.4,9.66,81.5,Yes,1,6.3,Medium,Yes,6.0,No,5.2,C,53.0,54.62499999999999,At-Risk,"(75, 90]","(4, 6]"
S0673,Male,22,BBA,2,89.7,5.5,6.86,63.1,Yes,0,7.3,Low,No,9.1,No,12.0,B,66.7,63.76099999999991,Average,"(75, 90]","(4, 6]"
S0674,Female,22,Computer Science,3,70.7,3.2,6.33,77.1,Yes,1,6.8,Medium,Yes,1.8,Yes,3.6,D,40.8,38.98300000000004,At-Risk,"(60, 75]","(2, 4]"
S0675,Male,21,BBA,1,74.8,7.0,8.96,71.8,Yes,1,7.1,Medium,Yes,6.6,No,4.8,C,52.8,53.78500000000005,At-Risk,"(60, 75]","(6, 10]"
S0676,Other,19,BBA,2,69.3,2.4,6.09,54.7,Yes,3,7.6,Medium,Yes,7.6,Yes,29.4,F,25.7,27.070999999999998,At-Risk,"(60, 75]","(2, 4]"
S0677,Male,18,Electrical,2,79.5,3.7,7.47,81.1,Yes,1,5.0,Low,Yes,5.3,Yes,5.3,F,28.5,33.098,At-Risk,"(75, 90]","(2, 4]"
S0678,Male,20,Mechanical,2,86.8,5.7,9.95,87.4,Yes,3,5.7,Medium,Yes,6.0,No,5.3,C,46.1,51.464000000000034,At-Risk,"(75, 90]","(4, 6]"
S0679,Other,18,Electrical,1,83.1,5.6,7.15,76.6,Yes,0,9.3,Low,Yes,8.0,No,10.1,B,64.3,60.85900000000006,Average,"(75, 90]","(4, 6]"
S0680,Female,21,Computer Science,4,74.9,5.7,7.68,79.4,Yes,1,6.7,High,Yes,3.7,No,29.4,B,62.2,56.95699999999995,At-Risk,"(60, 75]","(4, 6]"
S0681,Female,19,MBA,3,62.7,4.2,7.18,49.2,No,1,4.4,Medium,Yes,4.2,No,29.4,D,41.1,39.28699999999997,At-Risk,"(60, 75]","(4, 6]"
S0682,Male,24,Civil,2,71.8,3.5,7.41,80.3,Yes,3,4.4,Low,No,3.6,Yes,9.7,D,42.1,41.26099999999997,At-Risk,"(60, 75]","(2, 4]"
S0683,Male,20,Civil,4,84.8,3.2,8.55,76.0,No,0,6.4,Low,No,7.8,Yes,1.0,C,57.6,53.10000000000001,At-Risk,"(75, 90]","(2, 4]"
S0684,Female,22,Computer Science,2,64.0,3.9,6.96,62.5,Yes,2,5.9,Low,Yes,2.8,No,24.1,D,43.9,37.68400000000004,At-Risk,"(60, 75]","(2, 4]"
S0685,Female,18,BBA,4,65.5,5.0,6.79,64.5,Yes,3,5.5,Medium,Yes,6.0,No,9.4,D,38.1,38.81699999999997,At-Risk,"(60, 75]","(4, 6]"
S0686,Female,22,Mechanical,2,90.7,3.7,6.88,66.8,No,3,8.7,Low,No,7.0,Yes,5.6,B,66.2,59.86399999999994,At-Risk,"(90, 100]","(2, 4]"
S0687,Female,23,Civil,1,61.6,3.5,6.9,60.3,No,1,6.1,Low,No,5.2,Yes,18.7,F,27.4,28.716000000000037,At-Risk,"(60, 75]","(2, 4]"
S0688,Male,20,Electronics,3,66.9,3.2,6.18,66.8,Yes,3,7.5,High,Yes,6.5,No,6.1,C,47.2,41.187999999999974,At-Risk,"(60, 75]","(2, 4]"
S0689,Female,20,BBA,3,87.2,8.1,7.82,75.7,Yes,1,6.8,High,Yes,5.8,No,1.3,C,52.4,55.76299999999996,At-Risk,"(75, 90]","(6, 10]"
S0690,Male,21,Civil,3,75.5,6.0,7.57,62.3,No,0,6.1,Medium,Yes,3.9,No,18.2,C,56.6,54.54200000000004,At-Risk,"(75, 90]","(4, 6]"
S0691,Male,18,Electronics,4,72.8,4.8,6.46,71.2,Yes,1,5.1,High,Yes,6.0,No,8.9,D,38.0,40.08999999999999,At-Risk,"(60, 75]","(4, 6]"
S0692,Male,20,Computer Science,3,88.1,0.399999999999999,8.21,64.4,Yes,0,7.4,Low,Yes,7.7,No,5.1,C,56.1,52.91900000000006,At-Risk,"(75, 90]","(0, 2]"
S0693,Female,19,Computer Science,3,89.0,4.9,8.11,78.6,Yes,2,3.7,Medium,Yes,7.2,Yes,3.9,B,60.3,59.38900000000007,At-Risk,"(75, 90]","(4, 6]"
S0694,Male,18,BBA,4,88.2,5.8,7.81,75.6,No,1,7.5,Medium,No,10.0,No,10.0,C,49.5,52.94999999999999,At-Risk,"(75, 90]","(4, 6]"
S0695,Male,19,Civil,3,75.7,4.8,7.67,59.1,Yes,1,6.7,Medium,Yes,5.3,No,3.3,C,52.2,46.69499999999999,At-Risk,"(75, 90]","(4, 6]"
S0696,Female,18,Electrical,2,58.2,6.1,5.24,61.8,No,2,7.2,Medium,No,5.0,No,4.9,F,26.0,29.869999999999994,At-Risk,"(0, 60]","(6, 10]"
S0697,Male,17,Electronics,4,71.2,3.0,5.21,65.0,Yes,1,6.5,Medium,Yes,6.5,No,11.1,C,49.1,42.187999999999974,At-Risk,"(60, 75]","(2, 4]"
S0698,Female,18,Mechanical,1,75.1,6.7,8.38,63.0,No,2,5.0,Medium,No,5.6,No,22.3,C,47.5,49.532999999999994,At-Risk,"(75, 90]","(6, 10]"
S0699,Male,24,Civil,3,92.1,3.0,6.96,72.9,No,1,7.0,Medium,No,6.2,Yes,8.6,D,43.3,46.70500000000005,At-Risk,"(90, 100]","(2, 4]"
S0700,Female,20,Mechanical,4,72.0,6.0,6.96,85.9,Yes,3,7.5,Low,Yes,4.4,No,15.2,D,39.3,41.90700000000005,At-Risk,"(60, 75]","(4, 6]"
S0701,Female,24,Civil,3,84.3,7.7,9.37,66.8,No,1,5.9,Low,Yes,6.0,No,15.4,A,89.9,79.95999999999992,Average,"(75, 90]","(6, 10]"
S0702,Male,20,Electrical,3,75.6,2.0,4.35,44.8,Yes,0,7.3,Low,Yes,7.3,Yes,11.9,C,50.8,42.62500000000006,At-Risk,"(75, 90]","(0, 2]"
S0703,Male,19,Electrical,3,83.3,6.1,6.33,68.2,Yes,4,6.9,Low,Yes,7.6,No,3.8,C,50.8,51.93600000000008,At-Risk,"(75, 90]","(6, 10]"
S0704,Male,20,BBA,2,79.7,5.6,8.2,61.7,No,1,7.0,Medium,No,6.4,No,21.2,C,51.3,50.713000000000065,At-Risk,"(75, 90]","(4, 6]"
S0705,Male,20,BBA,4,76.3,1.4,5.89,66.8,Yes,0,5.5,Low,No,3.5,Yes,6.7,C,49.0,42.334,At-Risk,"(75, 90]","(0, 2]"
S0706,Other,18,Electrical,1,67.6,3.2,6.37,57.8,Yes,4,8.0,High,Yes,5.6,Yes,1.5,F,27.5,33.137000000000015,At-Risk,"(60, 75]","(2, 4]"
S0707,Male,20,MBA,1,81.1,3.9,4.62,56.6,No,0,6.9,Low,No,6.7,Yes,3.8,C,48.9,45.946000000000005,At-Risk,"(75, 90]","(2, 4]"
S0708,Female,19,Electrical,1,85.1,4.8,7.23,64.9,No,2,7.5,Low,No,9.8,No,15.5,C,59.1,57.25000000000004,At-Risk,"(75, 90]","(4, 6]"
S0709,Male,20,Computer Science,2,66.2,4.3,5.99,55.3,Yes,2,6.0,Medium,Yes,7.8,No,1.7,D,40.1,38.37399999999997,At-Risk,"(60, 75]","(4, 6]"
S0710,Female,21,Computer Science,2,84.5,3.9,9.27,75.3,Yes,0,7.7,Low,Yes,7.7,Yes,2.6,B,65.9,61.47899999999996,Average,"(75, 90]","(2, 4]"
S0711,Female,18,MBA,3,67.4,4.5,8.03,66.8,Yes,1,6.0,Medium,Yes,5.7,No,12.8,D,43.8,43.38200000000004,At-Risk,"(60, 75]","(4, 6]"
S0712,Female,18,Electronics,2,77.5,4.8,6.93,75.8,Yes,2,5.4,Medium,Yes,6.0,No,23.3,C,48.5,49.284,At-Risk,"(75, 90]","(4, 6]"
S0713,Male,21,Mechanical,2,81.5,4.1,6.97,73.0,Yes,1,8.6,Low,Yes,7.8,No,11.0,C,50.6,50.44600000000001,At-Risk,"(75, 90]","(4, 6]"
S0714,Male,20,Civil,1,79.5,6.1,8.75,67.8,No,1,3.7,Low,No,5.3,No,3.5,D,41.1,44.37599999999998,At-Risk,"(75, 90]","(6, 10]"
S0715,Male,18,Civil,2,94.8,8.400000000000002,8.78,85.0,Yes,3,9.7,Medium,Yes,8.9,No,1.5,A,76.0,72.325,Average,"(90, 100]","(6, 10]"
S0716,Female,25,MBA,3,68.8,3.3,6.07,54.8,Yes,2,7.3,Low,No,4.3,No,10.5,C,48.4,43.76200000000004,At-Risk,"(60, 75]","(2, 4]"
S0717,Female,18,Computer Science,1,83.0,4.5,6.14,50.0,No,3,6.1,Low,No,3.2,No,1.5,D,43.1,43.60499999999998,At-Risk,"(75, 90]","(4, 6]"
S0718,Other,21,BBA,1,63.8,2.8,6.38,52.3,No,1,6.9,Low,No,2.8,No,10.5,F,18.3,21.330999999999985,At-Risk,"(60, 75]","(2, 4]"
S0719,Male,25,Civil,1,76.2,3.2,5.58,66.9,Yes,3,7.3,Low,Yes,5.1,Yes,3.6,C,49.1,40.98400000000001,At-Risk,"(75, 90]","(2, 4]"
S0720,Female,19,Computer Science,1,66.6,8.400000000000002,4.25,51.3,Yes,1,6.1,Medium,Yes,8.2,No,24.5,C,51.4,46.759000000000015,At-Risk,"(60, 75]","(6, 10]"
S0721,Female,18,Electronics,2,68.2,4.4,5.83,45.3,No,1,8.9,Medium,No,5.2,No,7.4,D,38.7,38.81799999999995,At-Risk,"(60, 75]","(4, 6]"
S0722,Male,18,Mechanical,1,71.9,4.5,6.1,65.0,Yes,5,8.3,Medium,Yes,5.2,No,3.5,D,42.3,41.72199999999998,At-Risk,"(60, 75]","(4, 6]"
S0723,Male,19,Electronics,3,76.3,3.8,5.08,56.4,No,2,9.7,Low,No,5.8,No,20.2,D,44.9,41.98900000000003,At-Risk,"(75, 90]","(2, 4]"
S0724,Female,18,MBA,4,82.6,4.4,7.01,64.6,No,3,5.0,Low,No,7.8,No,3.9,C,54.1,51.131000000000014,At-Risk,"(75, 90]","(4, 6]"
S0725,Female,21,Electrical,2,83.7,4.5,6.67,77.0,Yes,2,6.8,High,Yes,8.4,No,4.7,C,45.9,47.099000000000004,At-Risk,"(75, 90]","(4, 6]"
S0726,Female,18,Electrical,4,82.5,4.2,8.19,80.6,Yes,2,4.8,Medium,Yes,6.8,Yes,19.0,D,40.9,44.19000000000003,At-Risk,"(75, 90]","(4, 6]"
S0727,Male,20,Electrical,2,82.2,3.7,4.76,70.0,Yes,4,5.2,High,Yes,7.7,No,4.7,D,40.2,40.44499999999995,At-Risk,"(75, 90]","(2, 4]"
S0728,Female,25,Electronics,2,77.2,5.3,7.29,80.6,Yes,4,6.1,Medium,Yes,8.0,Yes,6.3,C,56.8,55.761000000000074,At-Risk,"(75, 90]","(4, 6]"
S0729,Male,22,Civil,4,63.8,3.5,7.25,72.8,Yes,0,6.1,Medium,Yes,1.8,Yes,5.3,D,32.4,32.69300000000004,At-Risk,"(60, 75]","(2, 4]"
S0730,Male,20,Mechanical,1,71.0,3.4,6.99,66.8,Yes,3,6.9,Medium,Yes,3.6,No,2.2,D,40.9,39.43200000000002,At-Risk,"(60, 75]","(2, 4]"
